b_id,BusinessID,Name,City,State,Stars,Latitude,Longitude
6828,1l6dBf8GkQTShXvoH0Of-g,Subway,Buckeye,AZ,3,33.4329838,-112.5578844
6829,#NAME?,Jug 'n Barrel Wine Shop,Glendale,AZ,4.5,33.6538701,-112.1862714
6830,bLbZRs9Kcy1aXsdRWYJIgg,Pizza Hut,Phoenix,AZ,2,33.6408509,-112.0293449
6831,mBlYtsMs6fYI8BE8pfuu3A,McDonald's,Avondale,AZ,1.5,33.4334649,-112.3278161
6832,zxjMiqlfUuIQRltSuj9FpQ,Wienerschnitzel,Tempe,AZ,3,33.4210209,-111.9096446
6833,6DaBdOr7NNsIWBC_2zty7A,El Charrito Authentic Mexican Cuisine,Glendale,AZ,2.5,33.5388259,-112.1755105
6834,tLRNfwNm789XHWLNFvJcWw,Subway,Phoenix,AZ,3,33.3793636,-112.0329584
6835,vYEUEID47mgenrTBsvL9Xw,El Patron,Phoenix,AZ,2.5,33.671044,-112.117985
6836,LR9mX-3mh_PIEeG1A5zqxg,Iron Chef,Queen Creek,AZ,4,33.23346477,-111.6874516
6837,KRW_MPr8TCZhar5UaM8hmg,Subway,Peoria,AZ,2.5,33.6511607,-112.2564255
6838,WoVSXiMUMEmJntOCgk39Eg,Burger King,Phoenix,AZ,2.5,33.5815138,-112.1206917
6839,PpFZsRmcGrkHzJxbt7sFBA,Domino's Pizza,Avondale,AZ,4,33.4344308,-112.3039232
6840,3VTBObOAUyDQfpsndTz_pg,Tortas La Presa #2,Glendale,AZ,3.5,33.5377258,-112.1544613
6841,LVpiHgppBVfIEtukaIB8FQ,Warsaw Village World Foods,Phoenix,AZ,4.5,33.4947065,-112.2919195
6842,pmkvLILWNXxcNy5dEMJgkg,Panda Express,Mesa,AZ,2,33.4494697,-111.7349063
6843,3Gsex5Dyhnoul9l_914MGQ,Famous Ray's Pizza,Phoenix,AZ,3.5,33.710837,-112.109601
6844,QCTeeNlAXuSUJHb9eXnqpw,Fatburger,Scottsdale,AZ,2.5,33.6357834,-111.9253272
6845,nCae9E6KbdjjVwmhmZ64hg,Jack in the Box,Phoenix,AZ,3.5,33.5980597,-112.0127981
6846,NQfyBbGTq5_4f2j-tw_gUQ,Village Inn,Mesa,AZ,3,33.325324,-111.687152
6847,ogMsiOU3QA2671pFUvexUA,Celsius Sushi Bar,Phoenix,AZ,4,33.677854,-111.978579
6848,tLvaZcQ1BvgSyA8KU2qgxw,Flaming Kabob,Mesa,AZ,4,33.379512,-111.78441
6849,Uty42E_VZV_iGMYiY_WB5w,Quiznos,Gilbert,AZ,2,33.3013481,-111.7435897
6850,L1os37QpeFBNSxkhbv9sdQ,Sardella's Pizza & Wings,Peoria,AZ,4,33.670448,-112.2383733
6851,GMTEPYvrSCTWwEypmuSZUQ,Costa Vida,Mesa,AZ,3.5,33.3833756,-111.7570152
6852,g8DDgeadYPdtGfkszQ60iQ,Subway,Phoenix,AZ,4,33.65596,-112.098494
6853,TsSYd4Sv3RxMIDhD-gF5dw,Papa John's Pizza,Phoenix,AZ,3,33.3206301,-111.9915878
6854,MERKmSa_Q3GxVGzaVVGFrA,Pizza Hut,Glendale,AZ,2,33.5241484,-112.2019585
6855,QbqJEXdngh_9fwqVTI0CJQ,Patsy Grimaldi's Pizzeria,Chandler,AZ,4,33.261657,-111.860733
6856,SMj1ftwAchnNfGle-IuNqQ,Papa John's Pizza,Phoenix,AZ,3.5,33.4069946,-111.98087
6857,NtmLlKfCFfM0K5j6WWKxQA,Heidi's Brooklyn Deli,Peoria,AZ,3.5,33.611458,-112.2391254
6858,PdWe3jF9YEu5fWBiQXZIgg,Dave & Buster's,Phoenix,AZ,3,33.679354,-111.973886
6859,E1Abpw5nuaWoR2DlS3AWPg,Thai Food Corner,Mesa,AZ,4,33.436295,-111.716849
6860,Hd6Kh_BcorPhCWVn6pMu4Q,Zipps Sports Grill,Scottsdale,AZ,3,33.613515,-111.864729
6861,4NUPXAeVugpuSEZs_rCjDQ,Carl's Jr.,Goodyear,AZ,2.5,33.3602393,-112.4053046
6862,Jbv39pK_ConiOlS3Rba05g,Picazzo's Organic Italian Kitchen,Scottsdale,AZ,3.5,33.6371044,-111.922424
6863,eQnajQaCQUpW-lsEJlAtEA,Sonic,Mesa,AZ,1.5,33.4372357,-111.744011
6864,IUFi5rcfmu_Bn6PkdozbBg,Rio Rico,Gilbert,AZ,4,33.36377422,-111.7553799
6865,PlwIQz14Tb4IUOpcSfWRFA,Sonic Drive-In,Glendale,AZ,3,33.5531302,-112.151741
6866,gBbMaMRl8YwZw8qNgwPtOg,The Wine Studio,Scottsdale,AZ,2.5,33.5814933,-111.9235093
6867,9BJYR2o_PSniFnHTxpY1cw,Mariscos Ensenada 7,Phoenix,AZ,3,33.5981674,-112.150726
6868,VXivZOUYeKBFFab9JVHOSA,The Market,Phoenix,AZ,4,33.49417416,-112.0039228
6869,XH9lXn-TKGO3S3ACpOsfaw,Subway,Tempe,AZ,4,33.4078133,-111.950932
6870,QS-5IZLId92664NDi6y4Tg,Native New Yorker Restaurant,Gilbert,AZ,3,33.3519301,-111.8210866
6871,ZqRTX6qLmimh_dT07SqqXw,Sonic of Mesa #9,Mesa,AZ,2,33.3631145,-111.6351399
6872,5AQdjtfMzJYJe8A8rZU8Vw,Las Islas Del Capitan,Phoenix,AZ,3,33.5096674,-112.1178034
6873,WYvb0DRDhVR8kj7lYwtkVQ,El Amigo Mexican Food,Phoenix,AZ,4,33.5828873,-112.0996622
6874,hCrgxGV0uilNV_tMHD-1fQ,Pizza Hut,Phoenix,AZ,2.5,33.4557656,-112.0728062
6875,Oex3VZYYYHSQRHIlgoHnLA,Subway,Scottsdale,AZ,4.5,33.5375457,-111.9080169
6876,ljv9jlYXFm_MzI9WmXc8EA,Asia Lee Chinese Restaurant,Phoenix,AZ,3,33.4659806,-111.9730621
6877,lUnUMX5RveM7yvTGSyyJEQ,Macayo's Mexican Kitchen,Surprise,AZ,3,33.6382705,-112.3954403
6878,WxLMUX59m6sSszVNLnHDEw,China Buffet,Casa Grande,AZ,2.5,32.8784899,-111.7154399
6879,XQWVBxSg1tV4bynvusajdg,Lunch Room,Scottsdale,AZ,4,33.6128859,-111.9125449
6880,ILq2a9DlPDzTWG8t-fOwXw,L'Academie Cafe at the Scottsdale Culinary Institute,Scottsdale,AZ,3.5,33.4999272,-111.9256855
6881,_Oaj1X0vAlOu5bAX6ingzA,Taquito Rosita,Tempe,AZ,2.5,33.3346264,-111.9328752
6882,gisqm25gjoAxutucBYnRKQ,Carl's Jr.,Phoenix,AZ,2.5,33.71228463,-112.1102613
6883,dnfSnHElLXntC6lWjomWPw,Samarkand Restaurant,Phoenix,AZ,3,33.5496159,-112.1002176
6884,H5tAXc4Zk9CRfwgRXCIukQ,Chicago Gyros,Glendale,AZ,3.5,33.6704382,-112.1879299
6885,qofIz7YPyRqvs7YOjXjgvA,Peter Piper Pizza,Peoria,AZ,3,33.6503,-112.24913
6886,F1xmMhTGwgprglnLXloLDg,Red Brick Pizza,Gilbert,AZ,3.5,33.2817211,-111.7889754
6887,hnY4h-5sKdaC-wZ2tGRQRA,Wally Burger,Glendale,AZ,3,33.579435,-112.151721
6888,er1Ng8wxlwaWnzFAKttukQ,Panda Express,Scottsdale,AZ,3,33.62031108,-111.8766584
6889,udmb-UuD3xoueQ55INQFRw,Rosati's Pizza,Phoenix,AZ,3,33.48013843,-111.9926825
6890,Ch_2Ye0w4Q9l3VeVW7VNHA,Market Bistro,Phoenix,AZ,4,33.607105,-112.063427
6891,dn5OvhtIMbSss8Gm47MSIQ,Happy Garden,Tolleson,AZ,2,33.4505887,-112.2602983
6892,3QhPvyen9kSiAxduT8g3bQ,Rare Earth,Scottsdale,AZ,3.5,33.7413162,-111.8441435
6893,wn7GiuOQ_0VrPXNc1wVTDA,Fatburger,Phoenix,AZ,3,33.5813089,-112.1231013
6894,A5PD0oy5R1TpIo8JtY3f3A,Crackers & Co Cafe,Mesa,AZ,3.5,33.4397457,-111.7358137
6895,llOSbC5gBYOypx7RoSD_wA,Subway,Mesa,AZ,3,33.4147741,-111.8364426
6896,bdGLua8IsX1YxRLqtDLixA,Humberto's Taco Shop,El Mirage,AZ,4,33.6095158,-112.3290187
6897,YmDVXpPUpzSpzujZuYrtpg,Sonic Drive-In,Phoenix,AZ,2.5,33.5244904,-112.1304139
6898,4IzlijxSSSFdZyh6-da_Qw,Subway,Phoenix,AZ,3,33.46680172,-112.0662517
6899,08MvFb65fOz2iET3iRqUOQ,Arby's Roast Beef,Tempe,AZ,2.5,33.3923064,-111.977815
6900,KszjzV0F4WqkKFH_-5fHmQ,Rosati's Pizza,Scottsdale,AZ,2.5,33.72979,-111.83618
6901,inFMqvEbY1L9afA-pZBeDQ,Carl's Jr.,Phoenix,AZ,2.5,33.568758,-112.0650509
6902,bXXVRau9ySLcZVkjaAOBIw,Jack-In-the Box Drive Thru,Tempe,AZ,2.5,33.378081,-111.906887
6903,6GjP-FRibXc-I4YrsIYxew,Taco Bell,Scottsdale,AZ,3,33.62941,-111.88937
6904,kohSIUzkCOMfW-15q-XdFw,Jack-In-the Box Drive Thru,Glendale,AZ,2.5,33.5381524,-112.1769763
6905,E_TSzYjABEzD6DXsvjZnsg,Zipps Sports Grill,Scottsdale,AZ,3,33.625331,-111.940343
6906,_CG5zJAoNN6gszjhSyUcww,Chodang,Chandler,AZ,4,33.3118395,-111.8411351
6907,dPg69r5nLzEmug0OvNfkmQ,Domino's Pizza,Phoenix,AZ,2.5,33.4955704,-112.0038554
6908,16myUO2uD2vdFeuQu3OWhg,Papa John's Pizza,Goodyear,AZ,2,33.450373,-112.3470813
6909,BbsiNNh2FNbU2fHIgAOk2A,Western Trails Ranch,Morristown,AZ,3,33.85045895,-112.6112366
6910,2ROQ8fqHhCqDw2zEvUhN-w,Subway,Avondale,AZ,3.5,33.4343046,-112.3046772
6911,j3LLGosjvyriJtqhfKtbpA,Millstone Cafe,Buckeye,AZ,4,33.3702112,-112.5796977
6912,zhzHxzDdJ9eJTj5Eis8YoA,Domino's Pizza,Phoenix,AZ,3,33.6405889,-112.134846
6913,gN3NsKZkK0nlISVstglclw,The Egg & I Cafe,Mesa,AZ,2,33.46717716,-111.682409
6914,yKbXWo_6VlS3mD_RcPquog,Jimmy & Joe's Pizzeria,Chandler,AZ,4,33.3212854,-111.9102205
6915,3YmxiAQzZ5EXpMjais3PTg,Subway,Phoenix,AZ,3,33.6268251,-112.0092429
6916,nqYcjRV7x0lFvCI2hpqoIQ,Jack In the Box,Anthem,AZ,1.5,33.8443973,-112.136131
6917,WUZhhI1lRidJCnYaAYxRBA,Hungry Howie's Pizza,Avondale,AZ,2.5,33.4919622,-112.3327748
6918,v6zRA0WqOODJjmpvstrpGQ,Neapolitan Wood Fired Italian,Phoenix,AZ,4,33.6702216,-112.1218935
6919,UW_PJsOezmLel6TZsQw9ng,Wendy's,Scottsdale,AZ,2.5,33.4823119,-111.9265309
6920,B_GQytwRJQqOXnemci5Bdw,Archie's Delicatessan,Glendale,AZ,3,33.6107503,-112.1853699
6921,RSOppDX3TPNbBtrWuIMElA,Ono Hawaiian BBQ,Mesa,AZ,3,33.3258399,-111.6874731
6922,9Oom0U_1omIwuQFEeMl6Gg,Subway,Glendale,AZ,3,33.5511767,-112.1833426
6923,i5B5P2BxjQQvKZOcxWmVhg,Tasty Asian Kitchen,Litchfield Park,AZ,3.5,33.5097792,-112.3393487
6924,zJbj9CaLSjDfP0g1Gk-74w,McDonald's,Mesa,AZ,1,33.4227785,-111.8233631
6925,MVdZHys_erpVPfnq2qPZVQ,Subway,Glendale,AZ,2,33.6421362,-112.2252174
6926,oJUJUjy7n97JmmnJJuz19Q,Applebee's Neighborhood Grill & Bar,Gilbert,AZ,2.5,33.2802238,-111.788625
6927,woihBX8gAaEDL4nWtao9dg,Chuck E Cheese's,Glendale,AZ,2.5,33.6359642,-112.2049198
6928,7LbqRnM6DPbLuBV4DGi5iA,Taqueria Los Angeles,Peoria,AZ,4,33.5804442,-112.2542765
6929,eM_YULbN1AQVZuSN-70zsg,Subway,Phoenix,AZ,3,33.46604284,-112.0053254
6930,df2rgAkd0X6E3jzSo2Cdww,Panda Express,Queen Creek,AZ,3,33.2647643,-111.6855872
6931,yktWUtKBja_Lzk3wwR6RFA,Cafe Istanbul & Market,Tempe,AZ,4,33.4148973,-111.9170047
6932,xYJcJxwmuhCtMr4WMz0-QA,Subway,Peoria,AZ,3,33.6084197,-112.2385364
6933,vI_hGx0uLW8pO1faPNR0VA,Del Taco,Chandler,AZ,2.5,33.321073,-111.874087
6934,A9TCNsHFQvRcsZ6zOB7Xxg,Old El Paso Tamales,Mesa,AZ,4,33.4361634,-111.8151189
6935,G1z1baf8WcWfj21fsJo8vg,Quiznos,Phoenix,AZ,3.5,33.406672,-111.994336
6936,jmD-Q7bfsd6Zf2OrFmcxWw,Dairy Queen,Phoenix,AZ,3,33.567324,-112.1498277
6937,#NAME?,Domino's Pizza,Phoenix,AZ,2,33.6401823,-112.0102445
6938,GXaNshYhaCehi-y1brddMA,Cardinal Pizza,Phoenix,AZ,3.5,33.570699,-112.0656091
6939,CnSDnel9GZ6mRy73zWBKiA,Native New Yorker,Goodyear,AZ,2.5,33.4523409,-112.394066
6940,4zitC1IPRLvHfQVinRSKew,Johnnie's Chicago Style Pizza,Phoenix,AZ,4.5,33.4382789,-112.0178286
6941,5OX1kKlNHCaDmGq4qrFBmQ,Panda Express,Peoria,AZ,3.5,33.6376801,-112.2174126
6942,Y04chCG7J-yJ6ucEZ26IGA,Great Dragon Restaurant,Phoenix,AZ,2,33.524376,-112.1150359
6943,hebts_NucpamjCG2B9VY5g,Corleone's,Tempe,AZ,3,33.426046,-111.9398137
6944,pk0jgRXdYizGpq6OflwQOA,Taco Bell,Mesa,AZ,3,33.365244,-111.859
6945,i8DkHnUxJwPBd7e50FHUpw,Del Taco,Anthem,AZ,2,33.8704607,-112.1479384
6946,es5oJtSvYWy9NxILlARMSg,Filiberto's Mexican Food,Mesa,AZ,2.5,33.37946744,-111.7529941
6947,HPixSiN2eEx9cI-z3tQJSQ,Cafe Roma,Tempe,AZ,2.5,33.4228634,-111.9514297
6948,gZXcfapZG1jAcsjMR3lkgw,Peter Piper Pizza,Peoria,AZ,3,33.5765602,-112.2550472
6949,cxkzJcPI7KOANWYZM5AcWQ,Chen & Wok,Surprise,AZ,3,33.61062459,-112.3581359
6950,WjOz_BVfAkunjIA2yTthyg,Chipotle Mexican Grill,Gilbert,AZ,4,33.3779463,-111.8076469
6951,c-wMbFAZODk94D_DS9VM2A,Burger King,Phoenix,AZ,2.5,33.448587,-112.072102
6952,iMVShfSP-6FE_8k-MDJfYQ,Irie Jamaica Restaurant,Phoenix,AZ,3,33.406669,-112.02249
6953,czhraO8_Zs3ewkdZtVwTIA,Basilico Italian Restaurant,Scottsdale,AZ,4,33.5746442,-111.8612171
6954,0hZLn2MG_mRPoyrt66JnLQ,Lucky Lou's American Grill,Mesa,AZ,4,33.4510401,-111.682255
6955,jeH6GaIq-BDr__j9oqxKtA,Rosati's Pizza,Scottsdale,AZ,4,33.5846795,-111.8302356
6956,c5awK9N87I8DiEvVrNDEMg,My Big Fat Greek Restaurant,Mesa,AZ,3.5,33.3934441,-111.6927543
6957,zwFpOl3BNBazrdXynuQb-A,Charley's Grilled Subs,Anthem,AZ,4,33.874112,-112.148766
6958,U_CvxSM9epIi8u5A0jOUVw,Barro's Pizza,Phoenix,AZ,3.5,33.62668753,-111.9947789
6959,DwU7wQtSs3eftKs3Q-EEjw,Wendy's,Mesa,AZ,2,33.4355633,-111.8395105
6960,mBM3e0DHU9T2r_mfojSciQ,Ross's Hooked & Cooked,Phoenix,AZ,3.5,33.4065905,-112.0536037
6961,2RusLQcgpQ2BajF_1zevKg,Nick's,Scottsdale,AZ,3.5,33.6115561,-111.8648155
6962,h53YuCiIDfEFSJCQpk8v1g,Jason's Deli,Gilbert,AZ,4,33.37855542,-111.8088563
6963,DacThWipWrC-vx0jIelNGw,Great Wall Chinese Restaurant,Gilbert,AZ,4,33.30617626,-111.7208426
6964,sigCoDzoR85TlTnJxb7tqA,5395 West Soul Food Place,Avondale,AZ,4,33.4430156,-112.3492682
6965,06kfoeRs9Acj82Yl3i9p_w,Wildflower Bread Company,Gilbert,AZ,4.5,33.378983,-111.7582579
6966,uJyLh7J5J4_w5OUUYBmx2w,El Pollo Loco,Tempe,AZ,2.5,33.378719,-111.9096546
6967,ZOUwPzmrwUyqt2OmYNLupQ,Benjarong Thai Restaurant,Mesa,AZ,3.5,33.3889034,-111.8403127
6968,kWxU03Tpv7l-1eXfzC8HDw,Cookin On Wood,Phoenix,AZ,4,33.4084094,-112.0079821
6969,e98N1lyg3zsPohSEI3MiJA,Church's Chicken,Mesa,AZ,3,33.45109,-111.815206
6970,FB02CnRWILi_A116tMgpiA,Country Cottage,Chandler,AZ,3.5,33.2994159,-111.8421862
6971,nPUq9XZrQRxpOArwNbRD0A,Red Robin Gourmet Burgers,Avondale,AZ,3.5,33.4334649,-112.3278161
6972,L7i9j66ph3Uz5i56OXIICg,Taco Bell,Glendale,AZ,2.5,33.712105,-112.202125
6973,xcKKT3Ozf3jvFNRfMH3gHw,Nello's Pizza,Scottsdale,AZ,4,33.4939313,-111.9256266
6974,UJBSI5HydQgUhlTkC8ODDw,Moreno's Mexican Grill,Mesa,AZ,4,33.4081871,-111.8145749
6975,oxMZQXQWvlgmDR-K6z7fqg,Denny's,Tempe,AZ,2.5,33.43547712,-111.9266805
6976,TPrb422Wlh_UvpiG47-oDQ,Dairy Queen,Mesa,AZ,3,33.4143225,-111.8396416
6977,exrK74Ue3ieZfAD8Xo0gPA,Carl's Jr,Casa Grande,AZ,2,32.879185,-111.713654
6978,yC3ydbHAJTZ22FZp4LynFg,Jeepney Bistro,Chandler,AZ,3,33.3416423,-111.8590556
6979,WDJiJrJ1q7UbjE5Z6F_cQQ,KFC,Glendale,AZ,2,33.6985,-112.14
6980,IK96VREFllaz3sj65ZmkYQ,Barro's Pizza,Queen Creek,AZ,4,33.265476,-111.6835112
6981,4vz9I9b6bGEEuRGr3Ry5bA,Sonic Drive-In,Gilbert,AZ,3,33.362235,-111.841068
6982,qrIObcWKK3jeC3zfmR54kg,Il Primo Pizza & Wings,Phoenix,AZ,3,33.6402724,-112.0328431
6983,WXjhsmeipLIjXgIG_vgYPQ,Miracle Mile Delicatessen,Glendale,AZ,3.5,33.6397913,-112.2245556
6984,ZQPnmwLikPeGD0_1CVqd6A,Buffalo Browns Wings and Things,Phoenix,AZ,3.5,33.4658346,-111.9904267
6985,_9yrJLQpFa4JWvJ74xuHpw,Yen Ching,Mesa,AZ,3.5,33.4132788,-111.6848381
6986,GDOk9k-k-f5oPxmn1cd9ug,Subway,Phoenix,AZ,2.5,33.4806456,-112.2210815
6987,hvG3fEf0My4xOQL_90MJmw,Filiberto's,Mesa,AZ,2.5,33.3639667,-111.6695936
6988,6TH_CEK34v6vwHE3BBMkpg,Long Wong's,Mesa,AZ,2.5,33.387955,-111.8046789
6989,i0eqv7wfvy2T1_VzDe9mGw,Subway,Gilbert,AZ,2,33.3345698,-111.7383162
6990,ysPpFXooSEtwHkIdcOd4Kg,Peter Wong Chinese Restaurant,Phoenix,AZ,3,33.5095738,-112.0922595
6991,GvUgjHP0aooaD1dltpK_5w,Carl's Jr,Maricopa,AZ,2.5,33.0706468,-112.0458699
6992,cE99Cjrj2YXSGs4MECb86w,Gandolfo's New York Delicatessen,Tempe,AZ,3,33.3497132,-111.9487302
6993,zYCGmnEvORQ7pf4Lwfrc2w,Chipotle Mexican Grill,Mesa,AZ,3.5,33.32557639,-111.6876028
6994,EQa5xeZQ7QWMy3kr0AAg5Q,Wendy's,Phoenix,AZ,3,33.6010865,-111.9797821
6995,eP2WTbTQDCLj6FPNd6Il5Q,Taco Del Mar,Phoenix,AZ,2.5,33.5096886,-111.9955238
6996,5KaAFyRd4JmBBSk6pZzNNQ,Jack In The Box,Tempe,AZ,3,33.3642363,-111.9291851
6997,0xusOkLdNpGZvXmuquFRMg,McGrath's Fish House,Phoenix,AZ,2,33.6556844,-111.9300279
6998,iJPG0GPcIirjOMlmzZWxBQ,Casa Filipina Bakeshop & Restaurant,Phoenix,AZ,4,33.6107484,-112.134718
6999,Irgfa9S7wISsCcn8dWe4XA,Lupita's Mexican Restaurant,El Mirage,AZ,4,33.609727,-112.32667
7000,vz2zQQSjy-NnnKLZzjjoxA,Sylvia's La Canasta Mexican Restaurant,Phoenix,AZ,2.5,33.51694935,-112.0828451
7001,yGaCgrXWqfKTBFA1a4lzOA,Panda Express,Higley,AZ,2.5,33.34983478,-111.720432
7002,U6OqdK6Zf8fhFQp7P6M5mw,Papa John's Pizza,Glendale,AZ,4.5,33.5696191,-112.1858417
7003,KpCKaIDZ1m4bQj2ur3olfg,Pacific Seafood Buffet,Chandler,AZ,3.5,33.351583,-111.842255
7004,kqJQquDYZlTLNjxpZnVkIQ,Subway,Mesa,AZ,3,33.3904322,-111.8407481
7005,QALbv4Qju9yirW3bU4QtLw,Rubio's,Chandler,AZ,3.5,33.3014704,-111.8984059
7006,gZAL617H02f32HmY9kpvKA,Wingstop,Phoenix,AZ,3,33.522567,-112.095142
7007,PR5KXD_CUs05MGfXJ8CS3Q,Pei Wei,Mesa,AZ,3,33.38143008,-111.756789
7008,guH4DGRw729jqhAeIzOsMw,Let's DO Dinner,Peoria,AZ,3.5,33.652635,-112.2524822
7009,JzoFgoeHRShw6BcMZVBA4w,Yoshi's Asian Grill,Phoenix,AZ,2.5,33.4356207,-112.0095457
7010,9yKzy9PApeiPPOUJEtnvkg,Morning Glory Cafe,Phoenix,AZ,4,33.390792,-112.012504
7011,0dU-oiiYkWGT_Jwo18_Z7g,Rosati's Pizza,Peoria,AZ,2.5,33.56369012,-112.2892068
7012,puFrm8eNizztqaWr_e32pQ,Lemongrass Thai Cafe,Tempe,AZ,3.5,33.4078244,-111.9507664
7013,9NT8Ne1DICkv0ebX-gVK5g,Filiberto's Mexican Food,Phoenix,AZ,3,33.641644,-112.1002204
7014,fowXs9zAM0TQhSfSkPeVuw,Flo's,Scottsdale,AZ,3.5,33.62112022,-111.8739511
7015,VX2Jw-AxnE87KS385HDuWQ,Village Inn,Glendale,AZ,3.5,33.5521994,-112.2622391
7016,8qrICL2tS2Rq7b5gxUdQwQ,Line Thai Restaurant,Sun City,AZ,4,33.63774099,-112.2712231
7017,YSOaPUm5EORusVSPB6_Zag,Whataburger,Scottsdale,AZ,3.5,33.4817109,-111.9085214
7018,qP_IDUD0G_iTZitOypzrzA,Rosati's Pizza,Phoenix,AZ,3,33.3794083,-112.0315516
7019,j-_jKQ-5IE4hqQzA-hsApw,Chick-fil-A,Scottsdale,AZ,4,33.62114137,-111.892216
7020,96Op48a-5MMk9sTOd_V7NA,Sal's Gilbert Pizza,Gilbert,AZ,4,33.32901364,-111.790612
7021,JgJ7-0V_tCPVcn97aSZVug,McDonald's,Phoenix,AZ,2,33.5657646,-112.0647506
7022,OLBk6rdLD_T91DQXk8s29A,Picadilly's Square Sandwiches & Sweets,Mesa,AZ,3.5,33.3924917,-111.6773685
7023,jyTPJVoN3a9bXoq-HHB9oQ,Palermos Pizza,Phoenix,AZ,3,33.4247437,-112.2401343
7024,KUdd-TYkyPbxSJkMQ3FCJQ,NYPD Pizza,Gilbert,AZ,3.5,33.30090583,-111.7435312
7025,cne0A4qlWtahuzUSdzdalQ,Taco Mex,Phoenix,AZ,4,33.538175,-112.135837
7026,qMM8kigvEnfAkbTX7V1o_Q,Taco Bell,Cave Creek,AZ,2.5,33.755799,-111.990488
7027,ATwncBsJIneq-Nx6Wpo02w,Subway,Mesa,AZ,2,33.4494697,-111.7349063
7028,mkshJIgFpZPk718KeEXzeQ,Subway,Phoenix,AZ,2.5,33.6390203,-112.0649299
7029,Lfn_7TNBPNu9c2v_d2nE4w,Rigoberto's Mexican Food,Mesa,AZ,3.5,33.393178,-111.787275
7030,Evi6u84U3F6VhgriCDhQUg,Chipotle Mexican Grill,Peoria,AZ,3.5,33.6364102,-112.2341291
7031,0no1_3lj2ESQFgPaJAYZtg,Subway,Mesa,AZ,2,33.4348086,-111.6322395
7032,JJi5HMpypL3xNB5HjTMeCg,Silver Spoon Cafe,Phoenix,AZ,3.5,33.450611,-112.074198
7033,u3bzqkrO2gu_RWuQqS2-OQ,Panda Express,Mesa,AZ,1.5,33.3919522,-111.8619259
7034,KX2a8kX4nt2j7D5MqrGLtg,Zorba's Greek Cafe,Chandler,AZ,3.5,33.3335989,-111.8609551
7035,EVaTWlCt6amHbf6S_kAa4Q,De La Cruz Mexican Grille,Gold Canyon,AZ,3.5,33.3666388,-111.4748315
7036,9nC58L8jwheiihZfc3poJA,Waamo Restaurant,Phoenix,AZ,3.5,33.46587326,-111.9738427
7037,0-lJQCSwnHmIczjcSw_N_g,Kokobelli Bagel Cafe,Mesa,AZ,4,33.394607,-111.683508
7038,2lLPZQMDbMFSDDJCd-5dsw,Jack-In-the Box Drive Thru,Phoenix,AZ,2.5,33.4659854,-112.0540367
7039,Oj79-vTnjQk_jLr6oNbT0Q,Chloe's Corner,Scottsdale,AZ,4,33.62446717,-111.9279102
7040,3DCjixw25ebL2_sAvNUBUg,Great China Super Buffet,Mesa,AZ,3,33.3934084,-111.7014499
7041,0OjN8M62r8cJhSF1mGfsdg,Sonic Drive-In,Phoenix,AZ,2.5,33.8578568,-112.1131966
7042,Sqa8Dpwr8K-G9gnQwID38w,Subway,Gilbert,AZ,2.5,33.37777835,-111.7534865
7043,6o69cr9TTJystnifOvAADg,The Duke At Rancho El Dorado,Maricopa,AZ,3.5,33.0757764,-112.0261108
7044,SX8GyKnxVaVCfuPZkk2oaw,Uncle Sam's,Peoria,AZ,2.5,33.655723,-112.2370377
7045,tL8QOD03ibKRf5jeEuMTQQ,Pizza Hut,Chandler,AZ,2.5,33.3208935,-111.8419859
7046,AYAb0qJX5wuT2sRtz4CjpA,The Wok Express,Phoenix,AZ,4,33.6259075,-111.9760705
7047,pfa3ATj8ySWirJcQ9Sai1Q,Panda Express,Mesa,AZ,2.5,33.4233395,-111.7887468
7048,0x4NXJFSQRRUNONxINTjWQ,Joe's New York Pizza,Las Vegas,NV,3.5,36.108898,-115.151261
7049,xzDChAWXaN8952A3xA6Z0Q,Los Portales Bakery,North Las Vegas,NV,4.5,36.1960202,-115.1129967
7050,qJrZMwAfkPrOB6mhjPfv8A,Panini Cafe,Las Vegas,NV,4,36.1433621,-115.298112
7051,Atp1VH9m4_BizRyFluM-oA,HoneyBaked Ham,Las Vegas,NV,4,36.2741906,-115.2683476
7052,NG1p4b7a83krNyX08ssPTQ,Pizza Hut,Las Vegas,NV,3,36.14521261,-115.2951908
7053,ue5D3bGoBMvFj5B09HfTIQ,Pizza Hut,Las Vegas,NV,3.5,36.1693405,-115.0616453
7054,ENKGZWnnecBWVtJ3zTOQQQ,Subway,Las Vegas,NV,3.5,36.0412797,-115.1716537
7055,4Wh3iGYkum6_4YZQTgw41Q,Subway,Las Vegas,NV,2.5,36.05334755,-115.279633
7056,C9EmitKfcW6IuqA8mQKt1g,Taco Bell,Las Vegas,NV,3.5,36.05545,-115.27919
7057,JB076rxZ1cMjCYbmKh4m1Q,Brooklyn Bagel,Henderson,NV,3.5,35.9992533,-115.1040028
7058,EByOF2mfGDvOYorPOCJW2Q,Taco Bell,Las Vegas,NV,4,36.14356,-115.26095
7059,_agqgl4kkXu_5xKCKP8gcA,Buffalo Wild Wings,North Las Vegas,NV,2.5,36.2769842,-115.1380177
7060,UrM01YK5HirPueJKQX147A,Wendy's,Las Vegas,NV,2.5,36.12745337,-115.168979
