,b_id,Category1,Category2,Category3,Category4,Category5,Category6,Category7
2202,16743,8,0,0,0,0,0,0
2203,12612,9,1,0,0,0,0,0
2204,12956,32,5,0,0,0,0,0
2205,1401,6,0,0,0,0,0,0
2206,4549,16,5,0,0,0,0,0
2207,11976,3,7,1,0,0,0,0
2208,7357,24,4,0,0,0,0,0
2209,25380,9,24,34,0,0,0,0
2210,10839,9,3,30,1,0,0,0
2211,25314,32,10,5,25,0,0,0
2212,24266,23,0,0,0,0,0,0
2213,4515,10,4,0,0,0,0,0
2214,7871,6,2,15,0,0,0,0
2215,7701,13,0,0,0,0,0,0
2216,11732,7,0,0,0,0,0,0
2217,17934,10,0,0,0,0,0,0
2218,16185,10,2,15,0,0,0,0
2219,15906,18,0,0,0,0,0,0
2220,2331,7,0,0,0,0,0,0
2221,3565,38,0,0,0,0,0,0
2222,10604,15,0,0,0,0,0,0
2223,15826,9,0,0,0,0,0,0
2224,3268,7,0,0,0,0,0,0
2225,21627,40,23,0,0,0,0,0
2226,14154,3,1,19,0,0,0,0
2227,8718,3,1,0,0,0,0,0
2228,3168,10,0,0,0,0,0,0
2229,19687,4,0,0,0,0,0,0
2230,4115,3,41,2,1,0,0,0
2231,5868,25,0,0,0,0,0,0
2232,20292,4,0,0,0,0,0,0
2233,10668,18,0,0,0,0,0,0
2234,983,12,13,0,0,0,0,0
2235,5757,29,0,0,0,0,0,0
2236,17961,11,0,0,0,0,0,0
2237,14114,14,7,0,0,0,0,0
2238,4483,40,42,34,0,0,0,0
2239,2147,2,0,0,0,0,0,0
2240,25378,2,0,0,0,0,0,0
2241,24221,15,0,0,0,0,0,0
2242,2909,9,3,1,0,0,0,0
2243,22008,42,34,0,0,0,0,0
2244,8601,20,5,34,0,0,0,0
2245,4853,2,0,0,0,0,0,0
2246,16148,32,5,0,0,0,0,0
2247,18723,32,11,16,5,0,0,0
2248,7221,16,15,0,0,0,0,0
2249,4501,6,0,0,0,0,0,0
2250,2946,26,0,0,0,0,0,0
2251,7439,22,8,12,0,0,0,0
2252,5899,9,0,0,0,0,0,0
2253,16511,10,0,0,0,0,0,0
2254,6956,28,21,0,0,0,0,0
2255,21682,3,5,1,27,0,0,0
2256,18511,9,3,7,1,27,0,0
2257,3208,31,0,0,0,0,0,0
2258,24864,26,0,0,0,0,0,0
2259,11543,9,0,0,0,0,0,0
2260,8630,18,14,0,0,0,0,0
2261,22315,9,3,1,0,0,0,0
2262,23337,9,6,0,0,0,0,0
2263,24356,3,1,27,0,0,0,0
2264,18263,19,0,0,0,0,0,0
2265,5433,31,0,0,0,0,0,0
2266,26070,2,0,0,0,0,0,0
2267,25168,3,14,1,17,0,0,0
2268,2585,7,0,0,0,0,0,0
2269,18222,10,11,0,0,0,0,0
2270,8313,8,0,0,0,0,0,0
2271,8011,13,0,0,0,0,0,0
2272,7605,1,0,0,0,0,0,0
2273,22180,2,0,0,0,0,0,0
2274,365,9,0,0,0,0,0,0
2275,16221,3,6,41,1,0,0,0
2276,12849,3,0,0,0,0,0,0
2277,22775,2,0,0,0,0,0,0
2278,24970,2,0,0,0,0,0,0
2279,22717,29,26,42,0,0,0,0
2280,19385,9,7,0,0,0,0,0
2281,16762,7,0,0,0,0,0,0
2282,23668,22,31,0,0,0,0,0
2283,2981,11,5,0,0,0,0,0
2284,7864,10,0,0,0,0,0,0
2285,24199,9,24,4,0,0,0,0
2286,20343,4,0,0,0,0,0,0
2287,12418,9,3,1,0,0,0,0
2288,2340,40,0,0,0,0,0,0
2289,18247,12,13,0,0,0,0,0
2290,23342,6,4,0,0,0,0,0
2291,6242,2,0,0,0,0,0,0
2292,23040,12,0,0,0,0,0,0
2293,24521,18,6,0,0,0,0,0
2294,18926,9,3,1,0,0,0,0
2295,15644,3,1,4,0,0,0,0
2296,8089,9,4,0,0,0,0,0
2297,18603,22,34,31,0,0,0,0
2298,14217,32,5,0,0,0,0,0
2299,13903,9,3,41,1,19,0,0
2300,10569,9,3,1,34,0,0,0
2301,25411,8,0,0,0,0,0,0
2302,10900,3,0,0,0,0,0,0
2303,11498,16,43,5,4,0,0,0
2304,17415,23,0,0,0,0,0,0
2305,25544,3,0,0,0,0,0,0
2306,23875,18,0,0,0,0,0,0
2307,15724,8,0,0,0,0,0,0
2308,8687,26,0,0,0,0,0,0
2309,25816,3,1,17,0,0,0,0
2310,12033,4,0,0,0,0,0,0
2311,23594,32,11,5,0,0,0,0
2312,362,3,1,15,19,35,0,0
2313,12432,28,24,4,0,0,0,0
2314,6196,19,0,0,0,0,0,0
2315,15867,24,4,0,0,0,0,0
2316,19937,22,0,0,0,0,0,0
2317,3666,26,0,0,0,0,0,0
2318,4756,9,2,0,0,0,0,0
2319,5892,9,2,0,0,0,0,0
2320,18259,6,0,0,0,0,0,0
2321,18666,15,0,0,0,0,0,0
2322,1985,8,42,0,0,0,0,0
2323,9213,28,0,0,0,0,0,0
2324,25564,8,0,0,0,0,0,0
2325,7983,7,0,0,0,0,0,0
2326,15261,20,5,4,0,0,0,0
2327,14053,9,10,0,0,0,0,0
2328,8050,9,0,0,0,0,0,0
2329,4792,9,0,0,0,0,0,0
2330,6992,16,4,0,0,0,0,0
2331,7992,2,0,0,0,0,0,0
2332,10587,9,0,0,0,0,0,0
2333,4311,10,0,0,0,0,0,0
2334,233,21,36,0,0,0,0,0
2335,17737,9,3,1,17,0,0,0
2336,14057,1,0,0,0,0,0,0
2337,5395,2,0,0,0,0,0,0
2338,4836,18,19,0,0,0,0,0
2339,3389,14,0,0,0,0,0,0
2340,15685,3,1,35,0,0,0,0
2341,11820,2,0,0,0,0,0,0
2342,4486,7,0,0,0,0,0,0
2343,4620,30,0,0,0,0,0,0
2344,1776,13,0,0,0,0,0,0
2345,20809,7,21,0,0,0,0,0
2346,3574,3,0,0,0,0,0,0
2347,5908,7,0,0,0,0,0,0
2348,18507,3,1,27,0,0,0,0
2349,890,2,0,0,0,0,0,0
2350,12590,6,0,0,0,0,0,0
2351,22918,22,12,13,0,0,0,0
2352,19629,32,11,20,5,0,0,0
2353,6256,45,15,0,0,0,0,0
2354,6890,4,0,0,0,0,0,0
2355,4100,30,0,0,0,0,0,0
2356,11629,8,0,0,0,0,0,0
2357,6643,8,0,0,0,0,0,0
2358,18407,11,5,42,0,0,0,0
2359,4461,2,0,0,0,0,0,0
2360,9096,6,0,0,0,0,0,0
2361,10892,3,10,1,27,0,0,0
2362,18066,3,0,0,0,0,0,0
2363,406,8,0,0,0,0,0,0
2364,19589,31,0,0,0,0,0,0
2365,2936,3,1,0,0,0,0,0
2366,19801,5,4,0,0,0,0,0
2367,15762,23,0,0,0,0,0,0
2368,24709,2,0,0,0,0,0,0
2369,4387,19,0,0,0,0,0,0
2370,7418,14,0,0,0,0,0,0
2371,11778,29,0,0,0,0,0,0
2372,22052,9,30,15,0,0,0,0
2373,8402,12,13,0,0,0,0,0
2374,5366,3,1,0,0,0,0,0
2375,11748,15,0,0,0,0,0,0
2376,25950,18,38,0,0,0,0,0
2377,10418,3,1,0,0,0,0,0
2378,14253,29,0,0,0,0,0,0
2379,2573,32,3,5,1,0,0,0
2380,937,3,1,17,19,0,0,0
2381,10815,3,41,1,27,4,0,0
2382,12640,6,0,0,0,0,0,0
2383,5783,3,0,0,0,0,0,0
2384,2991,22,8,0,0,0,0,0
2385,8528,3,1,27,0,0,0,0
2386,1698,7,15,0,0,0,0,0
2387,13511,9,0,0,0,0,0,0
2388,5833,3,1,17,0,0,0,0
2389,7227,28,21,36,0,0,0,0
2390,24320,3,2,1,0,0,0,0
2391,22563,3,2,1,17,0,0,0
2392,8141,3,41,1,15,0,0,0
2393,7437,23,0,0,0,0,0,0
2394,22195,18,19,0,0,0,0,0
2395,19578,9,3,1,0,0,0,0
2396,3521,3,1,17,0,0,0,0
2397,24172,5,42,34,0,0,0,0
2398,4933,30,0,0,0,0,0,0
2399,4824,7,0,0,0,0,0,0
2400,15552,9,10,0,0,0,0,0
2401,18502,9,4,0,0,0,0,0
2402,4844,29,0,0,0,0,0,0
2403,7292,28,21,0,0,0,0,0
2404,255,10,25,0,0,0,0,0
2405,17096,16,0,0,0,0,0,0
2406,8398,2,0,0,0,0,0,0
2407,3692,11,42,34,0,0,0,0
2408,2169,2,0,0,0,0,0,0
2409,12929,3,1,33,0,0,0,0
2410,12112,20,5,31,0,0,0,0
2411,15187,9,0,0,0,0,0,0
2412,10489,8,0,0,0,0,0,0
2413,15893,8,2,0,0,0,0,0
2414,544,10,0,0,0,0,0,0
2415,5388,3,1,19,35,0,0,0
2416,15891,10,0,0,0,0,0,0
2417,20434,18,0,0,0,0,0,0
2418,3554,10,0,0,0,0,0,0
2419,24992,14,0,0,0,0,0,0
2420,10495,45,0,0,0,0,0,0
2421,15932,9,3,1,35,0,0,0
2422,16283,22,5,7,44,0,0,0
2423,3796,6,0,0,0,0,0,0
2424,25754,43,5,0,0,0,0,0
2425,21703,6,19,0,0,0,0,0
2426,22912,6,0,0,0,0,0,0
2427,23292,7,0,0,0,0,0,0
2428,5327,9,10,0,0,0,0,0
2429,4513,12,0,0,0,0,0,0
2430,19726,16,37,4,0,0,0,0
2431,2484,31,0,0,0,0,0,0
2432,17747,12,0,0,0,0,0,0
2433,17941,18,42,0,0,0,0,0
2434,1407,15,19,0,0,0,0,0
2435,10606,8,5,0,0,0,0,0
2436,5728,5,21,44,0,0,0,0
2437,15631,9,0,0,0,0,0,0
2438,14189,6,0,0,0,0,0,0
2439,1440,3,1,0,0,0,0,0
2440,898,2,15,0,0,0,0,0
2441,19837,15,0,0,0,0,0,0
2442,8720,3,1,17,0,0,0,0
2443,3234,1,0,0,0,0,0,0
2444,12779,2,0,0,0,0,0,0
2445,17502,11,20,5,44,0,0,0
2446,671,4,15,0,0,0,0,0
2447,5473,3,1,0,0,0,0,0
2448,4033,6,0,0,0,0,0,0
2449,26051,10,0,0,0,0,0,0
2450,7796,10,0,0,0,0,0,0
2451,2627,15,19,0,0,0,0,0
2452,439,18,0,0,0,0,0,0
2453,18211,32,11,43,5,0,0,0
2454,12466,16,4,0,0,0,0,0
2455,1003,3,1,17,0,0,0,0
2456,8555,38,0,0,0,0,0,0
2457,5873,19,0,0,0,0,0,0
2458,11305,8,15,0,0,0,0,0
2459,18673,3,0,0,0,0,0,0
2460,3659,11,20,5,0,0,0,0
2461,18997,11,2,0,0,0,0,0
2462,16760,6,0,0,0,0,0,0
2463,22009,3,5,1,0,0,0,0
2464,7233,7,0,0,0,0,0,0
2465,14362,29,0,0,0,0,0,0
2466,25088,32,5,25,4,0,0,0
2467,19180,3,0,0,0,0,0,0
2468,12329,3,1,17,0,0,0,0
2469,1748,10,2,0,0,0,0,0
2470,6660,6,5,0,0,0,0,0
2471,8854,3,1,0,0,0,0,0
2472,19426,2,0,0,0,0,0,0
2473,21920,6,2,0,0,0,0,0
2474,16424,7,0,0,0,0,0,0
2475,13478,25,0,0,0,0,0,0
2476,5470,10,0,0,0,0,0,0
2477,17350,7,0,0,0,0,0,0
2478,21723,34,0,0,0,0,0,0
2479,8270,16,4,0,0,0,0,0
2480,6694,23,0,0,0,0,0,0
2481,770,2,0,0,0,0,0,0
2482,23379,9,6,0,0,0,0,0
2483,8113,7,0,0,0,0,0,0
2484,5750,7,15,0,0,0,0,0
2485,17092,31,0,0,0,0,0,0
2486,13414,9,3,1,27,0,0,0
2487,6180,13,0,0,0,0,0,0
2488,4495,5,0,0,0,0,0,0
2489,18753,28,21,0,0,0,0,0
2490,23297,10,0,0,0,0,0,0
2491,20094,2,0,0,0,0,0,0
2492,1454,2,0,0,0,0,0,0
2493,10276,32,10,5,4,0,0,0
2494,1692,2,0,0,0,0,0,0
2495,8857,25,0,0,0,0,0,0
2496,25968,2,0,0,0,0,0,0
2497,3779,2,0,0,0,0,0,0
2498,22398,3,30,1,0,0,0,0
2499,2481,45,0,0,0,0,0,0
2500,21255,6,0,0,0,0,0,0
2501,1623,2,0,0,0,0,0,0
2502,15453,23,0,0,0,0,0,0
2503,5476,2,0,0,0,0,0,0
2504,19780,22,13,31,0,0,0,0
2505,18978,9,3,1,0,0,0,0
2506,8298,9,0,0,0,0,0,0
2507,5668,18,38,0,0,0,0,0
2508,22263,2,0,0,0,0,0,0
2509,11828,7,0,0,0,0,0,0
2510,21599,38,0,0,0,0,0,0
2511,25320,18,31,0,0,0,0,0
2512,2310,8,0,0,0,0,0,0
2513,12280,3,12,41,1,13,0,0
2514,19561,11,20,5,0,0,0,0
2515,448,2,0,0,0,0,0,0
2516,6949,8,0,0,0,0,0,0
2517,22540,8,0,0,0,0,0,0
2518,14542,5,0,0,0,0,0,0
2519,15684,6,24,0,0,0,0,0
2520,6022,3,6,1,17,0,0,0
2521,17569,6,5,0,0,0,0,0
2522,26121,22,18,0,0,0,0,0
2523,243,12,0,0,0,0,0,0
2524,4322,22,8,40,0,0,0,0
2525,4952,22,8,0,0,0,0,0
2526,9375,42,0,0,0,0,0,0
2527,13451,2,0,0,0,0,0,0
2528,7534,7,0,0,0,0,0,0
2529,26379,9,3,1,17,0,0,0
2530,12568,10,0,0,0,0,0,0
2531,5517,9,29,0,0,0,0,0
2532,5532,30,0,0,0,0,0,0
2533,10556,9,3,1,35,0,0,0
2534,2514,26,0,0,0,0,0,0
2535,6314,7,0,0,0,0,0,0
2536,1379,29,26,0,0,0,0,0
2537,12042,26,0,0,0,0,0,0
2538,6526,3,10,1,0,0,0,0
2539,16891,10,20,5,0,0,0,0
2540,20510,5,0,0,0,0,0,0
2541,13955,2,0,0,0,0,0,0
2542,8155,7,0,0,0,0,0,0
2543,5894,4,0,0,0,0,0,0
2544,13459,15,19,0,0,0,0,0
2545,840,2,0,0,0,0,0,0
2546,18449,18,0,0,0,0,0,0
2547,4178,7,0,0,0,0,0,0
2548,17483,3,6,1,17,0,0,0
2549,19631,3,5,1,35,0,0,0
2550,5569,7,15,19,0,0,0,0
2551,15497,10,30,0,0,0,0,0
2552,23756,32,11,5,0,0,0,0
2553,1288,32,10,5,2,0,0,0
2554,13949,3,1,17,0,0,0,0
2555,14341,3,1,27,0,0,0,0
2556,3188,30,0,0,0,0,0,0
2557,25249,26,0,0,0,0,0,0
2558,5531,25,0,0,0,0,0,0
2559,17040,3,1,27,0,0,0,0
2560,10634,22,0,0,0,0,0,0
2561,5368,3,0,0,0,0,0,0
2562,21646,10,11,0,0,0,0,0
2563,23717,2,0,0,0,0,0,0
2564,1264,2,0,0,0,0,0,0
2565,23250,23,0,0,0,0,0,0
2566,5190,15,19,0,0,0,0,0
2567,12330,2,0,0,0,0,0,0
2568,14290,26,0,0,0,0,0,0
2569,25175,12,0,0,0,0,0,0
2570,23737,14,0,0,0,0,0,0
2571,21008,10,0,0,0,0,0,0
2572,1398,5,0,0,0,0,0,0
2573,13177,9,3,1,27,0,0,0
2574,11970,10,0,0,0,0,0,0
2575,1844,18,3,1,0,0,0,0
2576,18384,11,20,5,44,0,0,0
2577,24423,9,0,0,0,0,0,0
2578,12770,29,0,0,0,0,0,0
2579,15461,3,7,1,35,0,0,0
2580,11810,14,0,0,0,0,0,0
2581,23895,6,0,0,0,0,0,0
2582,8710,9,3,7,1,35,0,0
2583,15696,10,0,0,0,0,0,0
2584,10610,3,0,0,0,0,0,0
2585,6963,8,0,0,0,0,0,0
2586,13866,6,24,0,0,0,0,0
2587,7200,10,30,0,0,0,0,0
2588,19814,8,0,0,0,0,0,0
2589,6596,3,0,0,0,0,0,0
2590,18345,2,0,0,0,0,0,0
2591,8952,34,0,0,0,0,0,0
2592,12726,18,0,0,0,0,0,0
2593,21009,16,4,0,0,0,0,0
2594,11467,3,1,27,0,0,0,0
2595,24258,3,6,1,0,0,0,0
2596,9109,10,6,0,0,0,0,0
2597,1446,10,4,0,0,0,0,0
2598,7097,2,0,0,0,0,0,0
2599,11964,12,0,0,0,0,0,0
2600,9467,10,11,0,0,0,0,0
2601,8006,9,3,14,1,17,0,0
2602,15551,4,0,0,0,0,0,0
2603,17813,3,10,1,35,0,0,0
2604,14323,10,0,0,0,0,0,0
2605,11483,2,0,0,0,0,0,0
2606,4342,7,0,0,0,0,0,0
2607,21817,3,5,1,17,0,0,0
2608,22295,21,36,0,0,0,0,0
2609,10331,9,7,0,0,0,0,0
2610,25571,18,0,0,0,0,0,0
2611,7177,7,0,0,0,0,0,0
2612,5618,3,2,1,0,0,0,0
2613,17045,9,3,1,35,0,0,0
2614,15163,2,0,0,0,0,0,0
2615,14465,2,0,0,0,0,0,0
2616,21738,26,0,0,0,0,0,0
2617,1505,2,33,0,0,0,0,0
2618,4031,32,16,5,4,0,0,0
2619,948,2,0,0,0,0,0,0
2620,16070,6,0,0,0,0,0,0
2621,22684,12,13,0,0,0,0,0
2622,17068,11,16,5,0,0,0,0
2623,14020,6,0,0,0,0,0,0
2624,10637,32,16,5,4,0,0,0
2625,24317,12,13,0,0,0,0,0
2626,10521,3,6,1,17,0,0,0
2627,5970,3,7,1,15,0,0,0
2628,16066,10,30,0,0,0,0,0
2629,4593,4,0,0,0,0,0,0
2630,1255,10,30,4,0,0,0,0
2631,12144,3,14,1,17,0,0,0
2632,2429,3,1,33,0,0,0,0
2633,26562,3,0,0,0,0,0,0
2634,1633,7,4,0,0,0,0,0
2635,19806,21,0,0,0,0,0,0
2636,20804,2,0,0,0,0,0,0
2637,1389,10,0,0,0,0,0,0
2638,18137,22,12,13,0,0,0,0
2639,17762,12,0,0,0,0,0,0
2640,19219,3,0,0,0,0,0,0
2641,8691,3,1,15,19,0,0,0
2642,10617,7,0,0,0,0,0,0
2643,21662,16,4,0,0,0,0,0
2644,21771,9,16,4,0,0,0,0
2645,25884,6,0,0,0,0,0,0
2646,26729,2,0,0,0,0,0,0
2647,2570,10,30,0,0,0,0,0
2648,20329,3,41,1,0,0,0,0
2649,166,38,13,0,0,0,0,0
2650,4060,3,1,17,0,0,0,0
2651,13438,9,3,1,27,0,0,0
2652,16995,10,11,4,0,0,0,0
2653,24653,9,2,0,0,0,0,0
2654,15688,9,11,1,0,0,0,0
2655,2448,7,0,0,0,0,0,0
2656,11324,10,30,0,0,0,0,0
2657,4421,8,0,0,0,0,0,0
2658,8620,31,0,0,0,0,0,0
2659,23634,7,4,0,0,0,0,0
2660,16875,1,0,0,0,0,0,0
2661,1195,7,0,0,0,0,0,0
2662,11773,10,2,15,0,0,0,0
2663,22902,9,28,21,0,0,0,0
2664,5623,3,6,37,1,0,0,0
2665,19766,3,2,1,0,0,0,0
2666,17237,5,0,0,0,0,0,0
2667,14681,12,0,0,0,0,0,0
2668,23194,9,0,0,0,0,0,0
2669,8022,30,0,0,0,0,0,0
2670,8271,28,21,0,0,0,0,0
2671,13967,3,1,0,0,0,0,0
2672,14095,23,0,0,0,0,0,0
2673,12194,45,0,0,0,0,0,0
2674,1478,7,0,0,0,0,0,0
2675,3741,2,0,0,0,0,0,0
2676,23433,9,3,1,0,0,0,0
2677,17504,7,0,0,0,0,0,0
2678,18237,22,12,0,0,0,0,0
2679,19224,43,5,0,0,0,0,0
2680,247,3,1,0,0,0,0,0
2681,5038,29,12,0,0,0,0,0
2682,25377,32,3,5,1,42,0,0
2683,9025,10,0,0,0,0,0,0
2684,5510,29,0,0,0,0,0,0
2685,10455,3,0,0,0,0,0,0
2686,26206,9,10,0,0,0,0,0
2687,2256,10,0,0,0,0,0,0
2688,13176,6,4,0,0,0,0,0
2689,852,7,0,0,0,0,0,0
2690,4273,2,0,0,0,0,0,0
2691,22383,32,11,5,0,0,0,0
2692,7285,8,23,0,0,0,0,0
2693,7279,19,0,0,0,0,0,0
2694,11788,29,0,0,0,0,0,0
2695,18081,11,20,5,0,0,0,0
2696,18041,9,24,4,0,0,0,0
2697,5627,7,0,0,0,0,0,0
2698,15406,12,13,0,0,0,0,0
2699,22876,9,3,1,17,0,0,0
2700,11754,3,1,27,0,0,0,0
2701,21934,2,0,0,0,0,0,0
2702,8520,10,20,5,0,0,0,0
2703,8244,22,15,19,0,0,0,0
2704,7832,15,19,0,0,0,0,0
2705,5413,3,8,1,0,0,0,0
2706,21775,14,0,0,0,0,0,0
2707,4684,9,10,0,0,0,0,0
2708,3719,3,6,1,4,17,0,0
2709,20654,10,0,0,0,0,0,0
2710,12007,21,36,0,0,0,0,0
2711,19535,14,0,0,0,0,0,0
2712,6368,8,0,0,0,0,0,0
2713,19268,37,0,0,0,0,0,0
2714,22057,16,7,0,0,0,0,0
2715,10453,2,0,0,0,0,0,0
2716,23446,9,22,0,0,0,0,0
2717,2184,10,11,0,0,0,0,0
2718,19264,12,0,0,0,0,0,0
2719,24462,24,4,0,0,0,0,0
2720,9062,1,0,0,0,0,0,0
2721,5416,3,0,0,0,0,0,0
2722,20375,32,10,16,5,0,0,0
2723,10484,7,0,0,0,0,0,0
2724,4924,25,0,0,0,0,0,0
2725,1229,5,36,0,0,0,0,0
2726,7368,8,0,0,0,0,0,0
2727,15426,25,0,0,0,0,0,0
2728,18592,6,5,0,0,0,0,0
2729,3570,21,15,19,0,0,0,0
2730,16600,7,0,0,0,0,0,0
2731,25089,2,0,0,0,0,0,0
2732,6024,19,0,0,0,0,0,0
2733,24705,2,0,0,0,0,0,0
2734,24433,9,3,43,5,1,0,0
2735,11909,22,8,13,0,0,0,0
2736,4455,33,0,0,0,0,0,0
2737,5990,13,0,0,0,0,0,0
2738,11487,37,0,0,0,0,0,0
2739,2942,8,0,0,0,0,0,0
2740,16304,11,0,0,0,0,0,0
2741,5558,12,0,0,0,0,0,0
2742,1982,3,1,17,0,0,0,0
2743,2576,8,23,0,0,0,0,0
2744,3502,8,0,0,0,0,0,0
2745,18691,11,5,0,0,0,0,0
2746,21242,30,5,19,0,0,0,0
2747,518,23,0,0,0,0,0,0
2748,2935,4,0,0,0,0,0,0
2749,10315,4,0,0,0,0,0,0
2750,6422,3,1,27,17,0,0,0
2751,26332,6,43,5,37,0,0,0
2752,14258,10,0,0,0,0,0,0
2753,12167,10,30,0,0,0,0,0
2754,5549,9,7,15,0,0,0,0
2755,26171,3,10,7,1,35,0,0
2756,6721,7,0,0,0,0,0,0
2757,19336,6,0,0,0,0,0,0
2758,22231,18,3,1,27,0,0,0
2759,11813,15,23,34,0,0,0,0
2760,7250,10,30,0,0,0,0,0
2761,19592,12,13,0,0,0,0,0
2762,5850,18,38,0,0,0,0,0
2763,6097,12,13,0,0,0,0,0
2764,8922,16,5,0,0,0,0,0
2765,8031,5,15,0,0,0,0,0
2766,18917,4,0,0,0,0,0,0
2767,12369,12,38,13,0,0,0,0
2768,23896,3,7,41,1,35,0,0
2769,8008,2,33,0,0,0,0,0
2770,8194,18,0,0,0,0,0,0
2771,9001,23,42,34,0,0,0,0
2772,5978,15,19,0,0,0,0,0
2773,9047,3,1,35,0,0,0,0
2774,2913,7,0,0,0,0,0,0
2775,7422,22,8,40,0,0,0,0
2776,17124,32,11,5,0,0,0,0
2777,10905,25,0,0,0,0,0,0
2778,22690,38,0,0,0,0,0,0
2779,14754,33,0,0,0,0,0,0
2780,24911,2,33,0,0,0,0,0
2781,18339,12,0,0,0,0,0,0
2782,5386,3,41,1,0,0,0,0
2783,5698,6,30,4,0,0,0,0
2784,12687,4,15,0,0,0,0,0
2785,11733,3,1,27,0,0,0,0
2786,21339,6,0,0,0,0,0,0
2787,20930,9,3,1,0,0,0,0
2788,16189,8,0,0,0,0,0,0
2789,20759,21,0,0,0,0,0,0
2790,22114,6,0,0,0,0,0,0
2791,12518,26,0,0,0,0,0,0
2792,19966,18,3,6,1,0,0,0
2793,17176,14,0,0,0,0,0,0
2794,23404,14,0,0,0,0,0,0
2795,7377,3,1,19,0,0,0,0
2796,274,8,13,0,0,0,0,0
2797,11776,14,24,0,0,0,0,0
2798,6305,8,0,0,0,0,0,0
2799,1166,2,0,0,0,0,0,0
2800,209,31,0,0,0,0,0,0
2801,24787,2,0,0,0,0,0,0
2802,16243,5,2,0,0,0,0,0
2803,10725,3,1,27,0,0,0,0
2804,8102,9,3,1,4,17,0,0
2805,1860,12,13,0,0,0,0,0
2806,11590,10,30,0,0,0,0,0
2807,15515,3,1,0,0,0,0,0
2808,15292,5,0,0,0,0,0,0
2809,23855,31,0,0,0,0,0,0
2810,4420,9,0,0,0,0,0,0
2811,25633,10,30,0,0,0,0,0
2812,4220,10,30,0,0,0,0,0
2813,16499,3,1,27,0,0,0,0
2814,20535,29,0,0,0,0,0,0
2815,18244,4,0,0,0,0,0,0
2816,20998,3,14,1,17,0,0,0
2817,5817,22,8,12,0,0,0,0
2818,22826,23,0,0,0,0,0,0
2819,7376,10,6,0,0,0,0,0
2820,16980,18,0,0,0,0,0,0
2821,8450,32,5,4,0,0,0,0
2822,9153,12,0,0,0,0,0,0
2823,24058,10,6,4,0,0,0,0
2824,5490,19,0,0,0,0,0,0
2825,6762,3,0,0,0,0,0,0
2826,6905,3,1,17,0,0,0,0
2827,14287,3,6,1,17,0,0,0
2828,3859,10,11,0,0,0,0,0
2829,4868,2,0,0,0,0,0,0
2830,26135,10,0,0,0,0,0,0
2831,3507,23,0,0,0,0,0,0
2832,24957,14,0,0,0,0,0,0
2833,10781,42,34,0,0,0,0,0
2834,11476,32,10,5,4,0,0,0
2835,22953,9,6,37,0,0,0,0
2836,24997,19,0,0,0,0,0,0
2837,19151,9,3,1,0,0,0,0
2838,1397,3,6,1,17,0,0,0
2839,1513,2,0,0,0,0,0,0
2840,23899,28,0,0,0,0,0,0
2841,6687,14,0,0,0,0,0,0
2842,5402,9,15,0,0,0,0,0
2843,21883,9,0,0,0,0,0,0
2844,7195,13,0,0,0,0,0,0
2845,14839,34,0,0,0,0,0,0
2846,21063,12,23,0,0,0,0,0
2847,14667,3,0,0,0,0,0,0
2848,5971,3,7,1,35,0,0,0
2849,17581,7,0,0,0,0,0,0
2850,10860,32,20,5,0,0,0,0
2851,5937,2,0,0,0,0,0,0
2852,22158,24,4,0,0,0,0,0
2853,5264,7,0,0,0,0,0,0
2854,12763,22,0,0,0,0,0,0
2855,24574,5,0,0,0,0,0,0
2856,10447,6,0,0,0,0,0,0
2857,15651,3,0,0,0,0,0,0
2858,16595,10,0,0,0,0,0,0
2859,23713,3,5,1,0,0,0,0
2860,1873,9,0,0,0,0,0,0
2861,7562,10,11,0,0,0,0,0
2862,372,9,3,41,1,13,0,0
2863,831,11,2,33,0,0,0,0
2864,4145,7,0,0,0,0,0,0
2865,4105,2,0,0,0,0,0,0
2866,8081,7,0,0,0,0,0,0
2867,12801,8,0,0,0,0,0,0
2868,12748,2,0,0,0,0,0,0
2869,22376,9,3,1,27,0,0,0
2870,5500,3,1,0,0,0,0,0
2871,7602,30,0,0,0,0,0,0
2872,6311,23,0,0,0,0,0,0
2873,13650,33,0,0,0,0,0,0
2874,14399,15,0,0,0,0,0,0
2875,11342,9,3,1,0,0,0,0
2876,23985,43,5,4,42,0,0,0
2877,23125,29,0,0,0,0,0,0
2878,355,9,0,0,0,0,0,0
2879,5781,20,5,42,0,0,0,0
2880,14024,6,4,0,0,0,0,0
2881,12769,3,0,0,0,0,0,0
2882,24581,18,0,0,0,0,0,0
2883,17948,3,1,0,0,0,0,0
2884,5543,20,5,4,0,0,0,0
2885,19235,10,4,0,0,0,0,0
2886,4849,2,0,0,0,0,0,0
2887,17278,20,5,0,0,0,0,0
2888,5651,22,8,38,0,0,0,0
2889,4406,3,2,1,33,0,0,0
2890,25127,7,0,0,0,0,0,0
2891,8829,13,0,0,0,0,0,0
2892,25574,22,2,13,0,0,0,0
2893,1902,10,0,0,0,0,0,0
2894,389,3,21,1,35,0,0,0
2895,8351,15,0,0,0,0,0,0
2896,5447,9,3,1,0,0,0,0
2897,18814,2,0,0,0,0,0,0
2898,12361,9,0,0,0,0,0,0
2899,26081,20,5,36,42,0,0,0
2900,8433,13,0,0,0,0,0,0
