"","BusinessID","Friday.close","Friday.open","Tuesday.close","Tuesday.open","Thursday.close","Thursday.open","Wednesday.close","Wednesday.open","Monday.close","Monday.open","Saturday.close","Saturday.open","Sunday.close","Sunday.open","open"
"2064","rroEVCHOX6sjZaAYTk6pSw","19:00","10:30","19:00","10:30","19:00","10:30","19:00","10:30","19:00","10:30","19:00","11:00","18:00","11:00",TRUE
"2065","lv2DSTFBOxefUNLbiWexow","03:00","11:00","23:00","11:00","03:00","11:00","23:00","11:00","23:00","11:00","03:00","16:00",NA,NA,TRUE
"2066","U35V81BeSi8NUHA2zxp71w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2067","8bzvvfrE0r71ZrxOxAgpaw","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00",NA,NA,NA,NA,TRUE
"2068","Dq6g0ubf267tWRU4BSk44A","22:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","22:00","11:00","21:00","11:00",TRUE
"2069","BxjO2aY6l4uOVN9EiEVptQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2070","6eU9yPTTbf8PS8fMc4nmCg","21:30","11:30","21:30","11:30","21:30","11:30","21:30","11:30","21:30","11:30","21:30","16:00","22:00","16:00",TRUE
"2071","c4AWh6H_hI6FkiWAmdrQvQ","23:00","17:00","23:00","17:00","23:00","17:00","23:00","17:00","23:00","17:00","23:00","17:00","23:00","12:00",FALSE
"2072","3WgM6mvYrPDxGJ5fADSkUw","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00",TRUE
"2073","B-DLw09xS5mgAC0lvlGUxw","18:00","05:30","18:00","05:30","18:00","05:30","18:00","05:30","18:00","05:30","18:00","06:00","18:00","06:00",TRUE
"2074","0H8Xo8XtA6GkSI2hAF0LKw","23:00","17:00","23:00","17:00","23:00","17:00","23:00","17:00","23:00","17:00","23:00","17:00",NA,NA,TRUE
"2075","cll90LXLWNpljIDQB8BeKA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"2076","6sJSxhTfN5YLFXKicXRljw","02:00","11:00","22:00","11:00","02:00","11:00","22:00","11:00","22:00","11:00","02:00","11:00","22:00","12:00",TRUE
"2077","w3Ad4ue8SMtbVi7hnIS2MQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2078","9Cx8HT4LLis_2OvcFZpEmw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2079","PxN0tiGWY-ApyP9N0TgRmA","17:00","11:00","17:00","11:00","17:00","11:00","17:00","11:00","17:00","11:00",NA,NA,NA,NA,TRUE
"2080","vtODRhBYQfr614DwMesBKg","00:30","11:00","23:30","11:00","23:30","11:00","23:30","11:00",NA,NA,"00:30","11:00","23:30","11:00",TRUE
"2081","Q2iZ7kT5SpiRir7iommz1g","22:00","16:30","22:00","16:30","22:00","16:30","22:00","16:30","22:00","16:30","22:00","16:30","22:00","16:30",TRUE
"2082","RVAtmwbwbjLYEDDtvf1PYg","03:00","11:00","02:00","11:00","03:00","11:00","02:00","11:00","00:00","11:00","03:00","11:00","02:00","11:00",TRUE
"2083","PQdMkFgdSyF-2jK8WhQu-g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2084","Xu5azmrPOMCgNC-fdNA9eA","03:00","11:00","02:00","11:00","03:00","11:00","02:00","11:00","02:00","11:00","03:00","11:00",NA,NA,TRUE
"2085","vuXWx7PoWLw4FKBR_pzEOQ","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00",TRUE
"2086","aUb1ulqB4B1y6kQuqRV3cg","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","11:00","21:30","11:30",TRUE
"2087","jczJ4bsO8_VwbFjXkN396Q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"2088","xdfs6XsmCoAwHD7vEOT5Ww","17:00","05:00","17:00","05:00","17:00","05:00","17:00","05:00","17:00","05:00","16:00","06:00","15:00","06:00",TRUE
"2089","R8AgqxryV5iLk45lvIPozQ","00:00","11:00","23:00","11:00","00:00","11:00","23:00","11:00","23:00","11:00","00:00","11:00","23:00","11:00",TRUE
"2090","FZBF8EptLV5WT60g-JIw_Q","22:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30",NA,NA,FALSE
"2091","7TRfGMRjNEduIu7NT-B8Tg","21:30","17:30",NA,NA,"21:30","17:30",NA,NA,NA,NA,"21:30","17:30",NA,NA,TRUE
"2092","s413DgLtzhUSfs0t5USPFg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2093","lkEGzvHiURrlzB9ZsJNi5w","21:30","16:00","21:00","16:00","21:00","16:00","21:00","16:00",NA,NA,"21:30","17:00",NA,NA,TRUE
"2094","Ca-003BAqWW-IEsFvjlY9g","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"2095","KLkT6MEf33cidi1so_TVsg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2096","q_2HooHFCE9wAwmXQPkuyg","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","21:30","11:00",TRUE
"2097","J4SEWnsJVvU9SWgkIvnldA","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","21:00","12:00",TRUE
"2098","rPwuIBv_mz1O_yI5R-VJ7Q","22:00","11:00","21:30","11:00","21:30","11:00","21:30","11:00","21:30","11:00","22:00","11:00","21:30","12:00",TRUE
"2099","62EQGCWUVIRixQD_q72V0Q","02:00","10:00","00:00","10:00","00:00","10:00","00:00","10:00","00:00","10:00","02:00","10:00","00:00","10:00",FALSE
"2100","Z94doPdgyDOgjtYUVRBNjQ","21:30","17:00","21:30","17:00","21:30","17:00","21:30","17:00","21:30","17:00","21:30","17:00",NA,NA,TRUE
"2101","7JYif-4RQOMWrUkoemuytA","17:00","05:30","17:00","05:30","17:00","05:30","17:00","05:30","17:00","05:30","16:00","06:00","16:00","06:00",TRUE
"2102","cKQn19-p4FtLIR4IaP6xuw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2103","QGWyhvvLjaT1Szw-segoOg","03:00","06:00","03:00","06:00","03:00","06:00","03:00","06:00","03:00","06:00","03:00","06:00","03:00","06:00",TRUE
"2104","jpD9ONjJfx5ishYOx9vU0Q","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","15:00","09:00",FALSE
"2105","1vK7gWQ_b5ehAyOidOsYtg","02:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","02:00","11:00","01:00","11:00",TRUE
"2106","8q8GMsDPYp4JVdx6k-FeTA","23:00","12:00","22:00","12:00","22:00","12:00","22:00","12:00","22:00","12:00","23:00","12:00","22:00","12:00",TRUE
"2107","EYjc27Vce4tX8IZzhWZUDw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"2108","gu9qDUz44-8H1vdq_MQymQ","00:00","11:30","00:00","11:30","00:00","11:30","00:00","11:30","00:00","11:30","00:00","11:30","00:00","11:30",TRUE
"2109","pvmC7EaaSgA3aq-MAmPp3A","00:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","00:00","11:00","23:00","11:00",TRUE
"2110","52CzJDb4EakSjEQOUys77Q","02:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","02:00","11:00","01:00","11:00",TRUE
"2111","1Kuuu75LVwr5-1OQ3Zv71w","02:00","11:00","02:00","16:00","02:00","11:00","02:00","11:00","02:00","16:00","02:00","11:00","02:00","18:00",TRUE
"2112","UrQzDR-nEo5B-EGkSZuE9Q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"2113","atG_rkb3fONGcw4fupbY9g","21:00","12:00","21:00","12:00","21:00","12:00","21:00","12:00","21:00","12:00","21:00","12:00",NA,NA,TRUE
"2114","WRWh8BiaoICpsilqI7WrNQ","22:00","07:00","22:00","07:00","22:00","07:00","22:00","07:00","22:00","07:00","22:00","07:00","22:00","07:00",TRUE
"2115","0IKwgLg_UApkFzMCAaJ1Lw","20:30","11:00","20:30","11:00","20:30","11:00","20:30","11:00","20:30","11:00","20:30","11:00","18:00","11:00",TRUE
"2116","PLPeY0cYisJXXUFyEfRzlg","01:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","01:00","11:00","00:00","10:00",FALSE
"2117","ev4X3Tw8pqzOObv5nuIxWQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"2118","-UqxkoufE3WGTnLZV9em3w","23:00","11:00","21:30","11:00","21:30","11:00","21:30","11:00","21:30","11:00","23:00","12:00","21:30","14:00",TRUE
"2119","0MmjeVacAd-Moe8CesiB_Q","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","21:00","10:00",FALSE
"2120","vtcEXiQukuSzOMxyVxlh-Q","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","21:00","09:00",TRUE
"2121","rDgiBah58fc6AfVD58m2mw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2122","-n0bDmgCCcculSyHjuTd6A","17:00","05:30","17:00","05:30","17:00","05:30","17:00","05:30","17:00","05:30","16:00","06:00",NA,NA,TRUE
"2123","5Qa1bKl5BeXOC_6kZV7nBw","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","12:00",TRUE
"2124","kiVnUirURYI91t9YY3nddQ","03:00","10:00","02:00","10:00","02:00","10:00","02:00","10:00","02:00","10:00","03:00","10:00","02:00","10:00",TRUE
"2125","fHfKprgE_HqMcwxuZzBqLA","15:00","07:00","15:00","07:00","15:00","07:00","15:00","07:00","15:00","07:00","15:00","07:00","15:00","07:00",TRUE
"2126","sFWqH-VIfH3cKTKJ__qKQA","23:00","06:30","23:00","06:30","23:00","06:30","23:00","06:30","23:00","06:30","23:00","06:30","23:00","06:30",TRUE
"2127","mnR9KualdR4VpDwd1oFa_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2128","aACX0qwz9gCm3ieEaQhyXg","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","21:00","11:00",TRUE
"2129","sh-VN4LKQ1IuJCe-_FJhuA","19:00","10:00","20:30","10:00","20:30","10:00","20:30","10:00",NA,NA,"20:30","10:00","18:00","09:30",TRUE
"2130","1u_8Lk1_0UsTmjW6b12bpw","01:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","01:00","11:00","00:00","11:00",TRUE
"2131","-U68ZM2v6OOPtdefIonvJw","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00",NA,NA,TRUE
"2132","FspJK0PqUm_0h6ionkT0Dg","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00",NA,NA,TRUE
"2133","Tq7ZVUvqRP7YPLwVfdKwTg","21:00","06:00","21:00","06:00","21:00","06:00","21:00","06:00","21:00","06:00","21:00","06:00","21:00","06:00",TRUE
"2134","_GbMuSSfeZFeN08w2ONJ1g","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30",TRUE
"2135","jzlTPQz28NGYsmAOlfIeDA","20:00","16:00",NA,NA,"20:00","16:00",NA,NA,NA,NA,"20:00","16:00",NA,NA,TRUE
"2136","-8wQB4T-cukbHZGO6etPMA","23:00","11:00",NA,NA,"22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","12:00",TRUE
"2137","mKEUpLDkL_SZvjI5Hc9gpw","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","20:00","12:00",TRUE
"2138","fDKShQvvNrAPXQVtTpFSzA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2139","Alk2AVNg3wTrI4L1d-krZw","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","15:00","06:00","15:00","07:00",TRUE
"2140","utIjhLQ4aowlreRuchFpBA","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","17:00","10:00",NA,NA,TRUE
"2141","2Yv6Tgb5mpoEo3_EIpKs3g","01:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","01:00","11:00","23:00","11:00",TRUE
"2142","fvhWfSPlx5J_3F-ScLpvXQ","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","21:00","11:00",TRUE
"2143","YssP-_6iP0SLBsqUQGs6rQ","23:00","16:00","22:00","16:00","22:00","16:00","22:00","16:00","22:00","16:00","23:00","12:00","22:00","12:00",TRUE
"2144","-23t2qOQWj8Kqp-Ijm1BQA","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00",NA,NA,TRUE
"2145","rQCQsKxkqfVTYU9wgzhVSQ","17:00","08:30","17:00","08:30","17:00","08:30","17:00","08:30","17:00","08:30",NA,NA,NA,NA,FALSE
"2146","kiXE579k_sP6XCj_XUJc4g","23:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","22:00","11:30","23:00","11:30","21:00","12:00",FALSE
"2147","_0UC6YiwhkgLOJWxMmMQQQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2148","QTxEdBIM9VXcyBnK3ucKUg","22:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","22:00","11:00","21:00","11:00",FALSE
"2149","72EpENhhSayWYsF3XqEJ3w","14:30","06:30","14:30","06:30","14:30","06:30","14:30","06:30","14:30","06:30","13:00","07:00",NA,NA,TRUE
"2150","_yyHTeCtVOQKjD6G6GO_lg","15:00","06:30","15:00","06:30","15:00","06:30","15:00","06:30","15:00","06:30",NA,NA,NA,NA,TRUE
"2151","CB8p5dGrqZxc06vs_xDOHw","22:00","11:30","21:00","11:30","21:30","11:30","21:30","11:30","21:00","11:30","22:00","15:30","21:00","15:30",TRUE
"2152","BFG2ed8LgIo5TNsrwgxu8g","21:30","06:00","21:00","06:00","21:00","06:00","21:00","06:00","21:00","06:00","21:30","06:00","20:00","07:00",TRUE
"2153","tygo8BbCFwGFxIitgTp_zQ","23:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","22:00","17:00","23:00","16:30","22:00","16:30",TRUE
"2154","PpPYKumy4syUJrxFpH1b5Q","22:00","09:00","21:00","09:00","21:00","09:00","21:00","09:00","21:00","09:00","21:00","09:00","21:00","10:00",TRUE
"2155","C6sCJIY6TFOdfTU_aazGhw","22:30","10:00","21:30","10:00","21:30","10:00","21:30","10:00","21:30","10:00","22:30","10:00","21:30","12:00",TRUE
"2156","TEKCIR7IZWOdQ2ULc3Xyfg","01:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","01:00","11:00","23:00","11:00",TRUE
"2157","4eRlRYQ4iBedD7Ymiuah7Q","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00",TRUE
"2158","JmL5yzi5VJjcvzdsk-h7Ig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2159","BdJxCDS_FG_ICbEKssrLdQ","21:30","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:30","11:00","21:00","11:00",TRUE
"2160","iSIOHkFAh5-j9J6VUTDcww","01:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","01:00","11:00","23:00","11:00",TRUE
"2161","11_Py0PMSwvnok8K9I3AgA","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"2162","-Z-I5r3zpDSp1RPFr0A41A","22:00","06:30","22:00","06:30","22:00","06:30","22:00","06:30","22:00","06:30","22:00","06:30",NA,NA,TRUE
"2163","uSGhhtOXRfDxq3l-UC0IYQ","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"2164","2DDY0JRc8q8PApPEPF-vGQ","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"2165","DvVSPUhnEnAy3Cm9k12cBw","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","00:00","11:00","00:00","11:00",TRUE
"2166","YWkH80nb-D2wPARF6j7soQ","23:00","11:00","22:00","16:00","22:00","16:00","22:00","16:00","22:00","16:00","23:00","11:00","23:00","11:00",TRUE
"2167","yGWjaYeSJ9O_LGlQwu3QCQ","01:30","08:00",NA,NA,NA,NA,NA,NA,NA,NA,"01:30","08:00","23:00","08:00",FALSE
"2168","T7QTFV33o5r92Ny34a_HxQ","02:00","11:00","00:00","11:00","00:00","11:00","02:00","11:00","00:00","11:00","02:00","11:00","00:00","12:00",TRUE
"2169","hOcmFy49BErFtufa40Kfdw","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","11:00","23:00","10:00","22:00","10:00",TRUE
"2170","_BQ5JOUWDRgBXNylMSVpOw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2171","f-bsqmSQhOKWpLreDQSWyw","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","21:00","11:00",TRUE
"2172","FrmxC1eFAlBak9uhf_H24A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2173","BLh6-Vx-mvp91YqWl9SHiQ","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","20:30","11:00",FALSE
"2174","BNweK7pzxuuUroi8inU_UQ","23:00","11:00","22:30","11:00","22:30","11:00","22:30","11:00","22:30","11:00","23:00","11:00","22:30","11:00",TRUE
"2175","-I-UTl6NN6FJOJCcyei0wA","23:30","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","23:30","10:30",NA,NA,TRUE
"2176","0FQ8Kj6ZITbN8lrlIZOugA","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","12:00","22:00","11:30",TRUE
"2177","w40G2sc3pZc9-puovMk97g","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","21:30","11:00",TRUE
"2178","zCWxbKIX6vFlPIqlZso0Mg","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","21:30","11:00",FALSE
"2179","vXE2s1dVvp7r0hK68juugg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2180","1OkZfDe0FqTPrvH1EG2knQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2181","M6546bwsz9XcwP0c71keIQ","01:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","01:00","11:00","00:00","11:00",TRUE
"2182","Naj_zcvl1jwORIGv-TDbog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2183","mHFzBhhqDKyMRhM_wZI9Lw","22:00","17:00","21:00","17:00","21:00","17:00","21:00","17:00",NA,NA,"22:00","17:00",NA,NA,TRUE
"2184","11EgWgfvmtToc2lg3DFo4A","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"2185","IB9lWC8oynRP_glTWIscaA","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00",TRUE
"2186","PLjDXgMqReF1UaY0GsGJtA","22:00","11:00","21:30","11:00","21:30","11:00","21:30","11:00","21:30","11:00","22:00","12:00","21:00","12:00",TRUE
"2187","IgtucoxwDOo5yHV-tqXvRA","23:00","16:00","22:00","16:00","22:00","16:00","22:00","16:00","22:00","16:00","23:00","11:00","21:00","10:00",TRUE
"2188","kjUmuScUubdQ9xzfvAT8mw","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30",TRUE
"2189","Wdr_1hlMGB6jtzjyKErMrQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2190","Ylc912KiXZkmlxY3b2lC7Q","22:00","15:30","21:00","15:30","21:00","15:30","21:00","15:30",NA,NA,"22:00","15:30","20:00","11:30",FALSE
"2191","wxVPOEVd8wCZ7Tp16izkhg","00:00","05:00","23:00","05:00","23:00","05:00","23:00","05:00","23:00","05:00","00:00","05:00","23:00","06:00",TRUE
"2192","i9nezIaHCoswCBSLCABkpA","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"2193","j67xKf0ofsDPcQ079ozMbg","22:00","06:00","22:00","06:00","22:00","06:00","22:00","06:00","22:00","06:00","22:00","06:00",NA,NA,TRUE
"2194","tNwqDzmE31YlSQ0eA8e56Q","01:30","11:00","23:00","11:00","23:00","11:00","23:00","11:00",NA,NA,"19:00","11:00","19:00","12:00",TRUE
"2195","XpfSHHNx5JWPHOP0GoB67A","22:00","07:00","21:00","07:00","21:00","07:00","21:00","07:00","21:00","07:00","22:00","07:00","21:00","08:00",TRUE
"2196","aQ7UI3BIDR35BxmtahckZA","22:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","22:00","11:00","21:00","11:00",TRUE
"2197","yvNnNl1DqVRmVuvCBytxuw","17:00","05:30","17:00","05:30","17:00","05:30","17:00","05:30","17:00","05:30","17:00","06:00","17:00","06:00",TRUE
"2198","dVaJUnxuKCDmkWLednTKtA","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"2199","XJK9_0zBGjWRXADpQKCgog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2200","1olAT5l8ZiKLVavyWkeElw","22:30","17:00","21:30","17:00","21:30","17:00","21:30","17:00","21:30","17:00","22:30","17:00","21:30","17:00",TRUE
"2201","aRSfth72sJgpSN2P6rm7sQ","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","23:00","12:00",FALSE
"2202","gV9IOJ2YFSfTvg_IRjyHAg","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00",TRUE
"2203","_h-wWBfKI_cRnnOB5Bkgag","21:00","10:30","21:00","10:30","21:00","10:30","21:00","10:30","21:00","10:30","20:00","10:30","18:00","11:00",TRUE
"2204","ROQQk4mCm4_tebvTEGjhEQ","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","10:00",TRUE
"2205","-LHHCgIUZy49sUU4j03T2w","23:00","07:00","21:00","07:00","21:00","07:00","21:00","07:00","21:00","07:00","23:00","08:00","21:00","08:00",TRUE
"2206","MDvjaN-ygRjaakP3ier8Ww","22:00","17:00","21:00","17:00","21:00","17:00","21:00","17:00","21:00","17:00","22:00","17:00","14:30","10:00",FALSE
"2207","p0IjTgzRuUXKFtdWNFFg6g","23:00","16:00","22:00","16:00","22:00","16:00","22:00","16:00","22:00","16:00","23:00","11:00","21:00","11:00",TRUE
"2208","wr7ccnf1bTZeHaqYoOyjtA","23:00","16:30","23:00","16:30","23:00","16:30","23:00","16:30","23:00","16:30","23:00","16:30",NA,NA,TRUE
"2209","XiUxS327vVkwWtR2TgpxLw","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00",NA,NA,TRUE
"2210","WUtPI9rJbs7ET1gPhULnDw","18:00","10:00","18:00","10:00","18:00","10:00","18:00","10:00",NA,NA,"18:00","10:00",NA,NA,TRUE
"2211","xJX0u3s9AJOUBDpXkt1zMQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2212","iVTDzzvxHgv6kBSdfCSSoQ","23:00","17:30","23:00","17:30","23:00","17:30","23:00","17:30","23:00","17:30","23:00","17:30","22:00","17:00",TRUE
"2213","RrN4MxdYvn274w_TCBTTWQ","02:00","11:00","02:00","16:00","02:00","16:00","02:00","16:00","02:00","16:00","02:00","11:00","02:00","11:00",TRUE
"2214","xmA5ZYJPzt0-Gyim2rynjA","00:00","17:00","22:00","17:00","00:00","17:00","00:00","17:00","22:00","17:00","00:00","17:00","22:00","17:00",FALSE
"2215","GjsA7N1j81TjBt7hT5H4YA","02:00","11:30","00:00","11:30","02:00","11:30","02:00","11:30","22:00","11:30","02:00","11:30","22:00","12:00",TRUE
"2216","_mrGYF6uScU24LcwshEqCA","22:00","11:30","21:00","11:30","21:00","11:30","21:00","11:30","21:00","11:30","22:00","11:30","21:00","11:30",TRUE
"2217","EOu5kwsz9XPyq5r-eWrOFQ","22:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","22:00","11:00","14:00","08:00",TRUE
"2218","yTz8_GylkgCkuiBjSz8mIQ","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00",TRUE
"2219","c_ZoCRssEFl7cKul3Wzm4Q","14:30","06:30","14:30","06:30","14:30","06:30","14:30","06:30","14:30","06:30","15:00","07:00","15:00","07:00",TRUE
"2220","G9qXYa0cQsj8Kwg2PXZ3TQ","22:00","10:30","21:00","10:30","21:00","10:30","21:00","10:30","21:00","10:30","21:00","10:30",NA,NA,TRUE
"2221","N31_Aw9VIOufgH3VtTBUbw","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","16:00","11:00",NA,NA,TRUE
"2222","LxCf3sDhSiOWH_xJTQfFkg","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","23:00","11:00",TRUE
"2223","FTDaFgBzkJBAChfT7OIuUA","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
"2224","IcyboAdccBgNAVtJo4OMQQ","16:00","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00","07:00","14:00","09:00","14:00","09:00",TRUE
"2225","JAlSA6XsscWZEL70JdgFYA","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00",TRUE
"2226","0mEX61cGG-LMAdrsZL3erw","23:00","07:00","23:00","07:00","23:00","07:00","23:00","07:00","23:00","07:00","23:00","07:00","23:00","07:00",TRUE
"2227","n5eQnMnVVt3FfrFENYoU0g","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","23:00","11:00","22:00","11:00",TRUE
